content_asli,teks_bersih,score,sentimen,at,panjang_asli,panjang_bersih,thumbsUpCount
shopee menawarkan produk yang berkualitas dan terjamin menawarkan harga yang terjangkau dan pelayanan yang memuaskan,tawar produk kualitas jamin tawar harga jangkau layan muas,5,Positif,2026-05-15 07:34:20,15,9,0
perfect 💫,perfect,5,Positif,2026-05-15 07:33:09,2,1,0
"tea nya bikin BB ku turun,dan rasanya mau beli lagi.🫰🏻",tea bikin bb turun rasa mau beli,4,Positif,2026-05-15 07:20:01,10,7,0
aplikasi sat set g nunggu lama langsung tring,sat set nunggu lama langsung tring,5,Positif,2026-05-15 07:16:55,8,6,0
kurir nya gak jelas,kurir tidak jelas,1,Negatif,2026-05-15 07:16:51,4,3,0
pelayanan busuk,layan busuk,1,Negatif,2026-05-15 07:15:59,2,2,0
"belanja Mudah, praktis dan hemat",belanja mudah praktis hemat,5,Positif,2026-05-15 07:15:12,5,4,0
mantapp JD lebih mudah,mantapp jd lebih mudah,5,Positif,2026-05-15 07:13:49,4,4,0
senang berbelanja disini karna bnyk diskonnya hahaha,senang belanja sini bnyk diskon hahaha,5,Positif,2026-05-15 07:12:16,7,6,0
kenapa aplikasi shopee tidak bisa cod,tidak bayar tempat,3,Netral,2026-05-15 07:11:51,6,3,0
banyak barang palsu dan penipuan.,banyak barang palsu tipu,1,Negatif,2026-05-15 07:11:09,5,4,0
"barangnya sesuai pesanan, kurir ramah dan sopan. pengiriman tidak lama sesuai dengan lokasi tempat tinggal/daerah.",barang sesuai pesan kurir ramah sopan kirim tidak lama sesuai lokasi tempat tinggal daerah,5,Positif,2026-05-15 07:11:08,15,14,0
"payah pengiriman tertunda trs kurir gada yg niat kerja, di akun kan ada nomer tercantum, harus bisa ditelp terlebih dahulu, bukanya malah paket datang gada konfirmasi wa..",payah kirim tunda trs kurir gada niat kerja akun kan nomer cantum ditelp lebih buka malah paket datang gada konfirmasi wa,1,Negatif,2026-05-15 07:11:03,27,21,0
"Tiap saat iklan voucher ini, voucher itu, notif terus diskon ini, diskon itu, giliran dipakai dianggap transaksi mencurigakan, aneh",tiap iklan voucher voucher notif terus diskon diskon gilir pakai anggap transaksi curiga aneh,1,Negatif,2026-05-15 07:10:12,19,14,0
"sudah lama belanja di shopee , semua hampir 90 % sesuai dengan pesanan",lama belanja semua hampir sesuai pesan,5,Positif,2026-05-15 07:04:27,13,6,0
oke mantap,bagus,5,Positif,2026-05-15 07:04:19,2,1,0
kurang,kurang,1,Negatif,2026-05-15 07:00:17,1,1,0
"orang bertahan belanja di shopee hanya karena banyak diskonnya, banyak voucher nya.. untuk sistemnya sangat amburadul estimasi pengiriman terlalu lama, status pengiriman tidak sesuai dengan di lapangan, kurir yg tidak menghubungi pembeli sebelum mengantarkan barang. tolong kembalikan seperti dulu.",orang tahan belanja banyak diskon banyak voucher sistem sangat amburadul estimasi kirim terlalu lama status kirim tidak sesuai lapang kurir tidak hubung beli antar barang kembali dulu,1,Negatif,2026-05-15 06:57:20,39,27,0
Shopee keren,keren,5,Positif,2026-05-15 06:45:30,2,1,0
aplikasi terbaik untuk digunakan,baik guna,5,Positif,2026-05-15 06:43:01,4,2,0
terlalu lama proses nya untuk dapat meninjau permasalahan costumer nya,terlalu lama proses tinjau masalah costumer,1,Negatif,2026-05-15 06:38:45,10,6,0
"paling muak sama kurir yang seharusnya udah antar paket di tanggal itu,tapi malah rngga di antar dan terskip 2-4 hari, itu kurang ajar dan pemalas",paling muak sama kurir antar paket tanggal malah rngga antar skip hari kurang ajar malas,3,Netral,2026-05-15 06:33:14,25,15,0
bgus bgt,bgus banget,5,Positif,2026-05-15 06:30:10,2,2,0
"plis ya shopee jng kek setan yg slalu muncul dimana"", kalo waktunya iklan lo muncul msh gpp tp ini gw lagi enak""nge game tiba"" lo muncul pdhl blom wkt nya iklan, mana setiap 2 detik sekali lagi munculnya🐽",plis jng kek setan slalu muncul kalau waktu iklan lo muncul msh gpp gw enak nge game tiba lo muncul pdhl belum wkt iklan mana detik sekali muncul,2,Negatif,2026-05-15 06:28:57,38,28,0
pengiriman payah lama spx nya jelek paket pesen minggu jumat masih blum datang malah stuck payah shope aplikasi terburuk,kirim payah lama spx buruk paket sen minggu jumat blum datang malah stuck payah buruk,1,Negatif,2026-05-15 06:28:26,19,15,0
gak menyesal lh belanja online di shopee kurir ny Rama dan barang ny sesuai dan memuaskan,tidak sesal lh belanja online kurir ny rama barang ny sesuai muas,5,Positif,2026-05-15 06:22:57,16,12,0
enak nya belanja di shopee banyak macam nya tinggal klik sampai,enak belanja banyak macam tinggal klik,5,Positif,2026-05-15 06:20:38,11,6,0
bagus banget,bagus banget,5,Positif,2026-05-15 06:14:58,2,2,0
shope besar ongkirnya,besar ongkirnya,3,Netral,2026-05-15 06:11:46,3,2,0
"',',,8z ,q', O'Conner xx xx izshoppi gak bisa cod sekarang,,*di caXz^√",conner xx xx izshoppi tidak bayar tempat sekarang caxz,3,Netral,2026-05-15 06:04:56,11,9,0
sejauh ini sangat puas,jauh sangat puas,5,Positif,2026-05-15 05:57:32,4,3,0
"good, bagus pelayanannya, bagus barang dagangannya",good bagus layan bagus barang dagang,5,Positif,2026-05-15 05:56:45,6,6,0
"Banyak seler yg asal dalam menjual barang, barang gak sesuai deskripsi, barang rusak, barang gak sesuai ukuran. jadi banyak retur kan males. di kira pihak pembeli gak bener.",banyak seler asal jual barang barang tidak sesuai deskripsi barang rusak barang tidak sesuai ukur jadi banyak retur kan males kira pihak beli tidak bener,5,Positif,2026-05-15 05:55:59,28,25,2
"sejak pakai spx doang. paket sering hilang tidak sampai rumah ,nunggu proses pembatalannya lama .paket sering stuck di tempat sampai seminggu endingnya sama2 nyusahin penjual dan pembeli . penjual rugi ongkir . pembeli udah ngga percaya toko.",sejak pakai spx doang paket sering hilang tidak rumah nunggu proses batal lama paket sering stuck tempat minggu endingnya sama nyusahin jual beli jual rugi ongkos kirim beli tidak percaya toko,1,Negatif,2026-05-15 05:55:11,37,31,0
Pernah dapet barang 0 RP jir 😋,pernah barang rp jir,5,Positif,2026-05-15 05:45:18,7,4,0
"belanja di shopee serba murah dan Ter percaya ""Terima kasih shopee""",belanja serba murah ter percaya terima kasih,5,Positif,2026-05-15 05:38:31,11,7,0
"shoope adalah aplikasi paling top pokoknya, penjual nya juga bisa di percaya, return juga gampang,selalu ada diskon ,pokoknya paling tooooop deh",shoope paling top pokok jual percaya return gampang selalu diskon pokok paling tooooop,5,Positif,2026-05-15 05:36:49,21,13,0
untuk 2x terakhir ini Alhamdulillah baguus layananya tepat dan amanah.,akhir alhamdulillah baguus layananya tepat amanah,5,Positif,2026-05-15 05:36:45,10,6,0
"best of the best, sudah betul notifikasi bisa dihapus,malah dirubah g bisa dihapus, ini bukan kemajuan tapi kemunduran, notifikasi g bisa dihapus bisa menumpuk sampai ribuan, ini memberatkan memori Hp",best of the best betul notifikasi hapus malah rubah hapus bukan maju mundur notifikasi hapus tumpuk ribu berat memori hp,5,Positif,2026-05-15 05:34:11,30,20,0
"banyak macam barang yang dijual,respon penjual cepat,kurir kurirnya ok,kalau ada pengembalian barang juga penggantian uang nya cepat pula.pokoknha ok belanja dishopee",banyak macam barang jual respon jual cepat kurir kurir kalau kembali barang ganti uang cepat pokoknha belanja dishopee,5,Positif,2026-05-15 05:33:52,21,18,0
"tergantung kurir dan ekspedisinya, bukan aplikasi nya",gantung kurir ekspedisi bukan,5,Positif,2026-05-15 05:31:37,7,4,0
shoope makin kesini makin aneh aja.. mau cekout aja selalu di batalakn sistem.. pesanan tidak wajar.. emang gua pesen pesan yang terlarang..yay kagalah. tolong sekalian di benarkan lagi..,shoope makin kesini makin aneh mau cekout selalu batalakn sistem pesan tidak wajar memang gua sen pesan larang yay kagalah sekali benar,1,Negatif,2026-05-15 05:22:17,28,22,0
Aplikasi Geje... akun ditangguhkan tanpa sebab.. Mana buerat lg.. Jendela Video sangat mengganggu dan terlalu banyak gimmick tidak jelas. The Worst Marketplace,geje akun tangguh tanpa mana buerat lg jendela video sangat ganggu terlalu banyak gimmick tidak jelas the worst marketplace,1,Negatif,2026-05-15 05:20:52,22,19,0
saya sangat puas dengan shopee,sangat puas,5,Positif,2026-05-15 05:20:21,5,2,0
barang yang dikirim sesuai dan banyak toko yang amanah,barang kirim sesuai banyak toko amanah,5,Positif,2026-05-15 05:19:00,9,6,0
sangat membantu mencari alat bengkel,sangat bantu cari alat bengkel,5,Positif,2026-05-15 05:10:38,5,5,0
memuaskan pelanggan,muas langgan,5,Positif,2026-05-15 05:05:28,2,2,0
aku sangat puas belanja di Shope ini untuk kali ini saya ggk ada kendala ad Ama sekali responnya jg oke...mantul,sangat puas belanja kali ggk kendala ad ama sekali responnya bagus,5,Positif,2026-05-15 04:54:40,20,11,0
Blm lamapake ternyata samp4h! Algoritmanya amburadul! Sarang toko nakal dgn deskripsi yang wah namun tidak sesuai dgn produk yg diterima namun tetap dibiarkan atau mungkin sengaja dipelihara. penuh game jebakan! siram tanam selalu dikasih lawan tak seimbang berujung diarahkan utk membeli produk dgn iming² tetesan air neraka. verifikasi yg mewajibkan scan privasi wajah pd barang/live tertentu padahal akun bocah bisa saja beli pisau utk kejahatan namun dibiarkan. byk kebijakan aneh dimata saya!,belum lamapake nyata samph algoritmanya amburadul sarang toko nakal deskripsi wah tidak sesuai produk terima tetap biar mungkin sengaja pelihara penuh game jebak siram tanam selalu kasih lawan tak imbang ujung arah beli produk iming tetes air neraka verifikasi wajib scan privasi wajah barang live tentu padahal akun bocah beli pisau jahat biar byk bijak aneh mata,1,Negatif,2026-05-15 04:49:13,72,57,0
logistik Shopee sangat mengecewakan karena pesanan saya belum sempat diterima tiba-tiba langsung dikembalikan kepenjualnya karena melewati estimasi pengiriman padahal barang yang saya pesan sangat dibutuhkan dan sangat berarti... maaf untuk sementara 1 bintang dulu😡,logistik sangat kecewa pesan belum sempat terima tiba tiba langsung kembali jual lewat estimasi kirim padahal barang pesan sangat butuh sangat arti maaf bintang dulu,1,Negatif,2026-05-15 04:33:25,34,25,0
aplikasi licik... dapet 10rb kalau paket tidak sampai sesuai estimasi... gemana mau dapet.. estimasi tgl 13/14 pas tgl 14 gak nyampe juga eh besoknya estimasinya berubah jd tgl 14/15... BEGITU AJA TERUS... APLIKASI LICIK,licik rb kalau paket tidak sesuai estimasi gana mau estimasi tgl pas tgl tidak nyampe eh besok estimasi ubah jd tgl terus licik,1,Negatif,2026-05-15 04:22:15,34,23,0
aplikasi sampah,sampah,1,Negatif,2026-05-15 04:20:15,2,1,0
"shopee skr pelit nih.. ud gak ada lagi gratis ongkir minimal belanja Rp 0, n cashbacknya jg sangat sangat pelit gak ky dulu.",skr pelit ud tidak gratis ongkos kirim minimal belanja rp cashbacknya sangat sangat pelit tidak ky dulu,4,Positif,2026-05-15 04:14:37,23,17,0
ok good,good,5,Positif,2026-05-15 04:07:22,2,1,0
"kasus pengembalian barang berkahir tidak adil,padahal saya sudah memberi bukti video dan poto,tapi shoppie lebih memihak penjual ,pengembalian barang saya pikir tidak bgitu mudah seperti sebelum sebelumnya tapi ini mungkin hanya saya saja yang mengalami,saya sudah tidak nyaman berbelanja di aplikasi ini,maaf🙏🏼🙏🏼🙏🏼",kasus kembali barang berkahir tidak adil padahal beri bukti video poto shoppie lebih pihak jual kembali barang pikir tidak bgitu mudah belum mungkin alami tidak nyaman belanja maaf,3,Netral,2026-05-15 04:07:11,42,28,4
kenapa ya pihak shoope sangat mempersulit pengembalian dana saya dari bulan lalu tgl 21 sampai sekarang tidak ada kejelasan soal pengembalian dana saya.shoope malah minta bukti terus menerus sampai sekarang padahal sudah jelas itu kesalahan si penjual malah saya yang dipersulit barang juga sudab dikembalikan sudah sampai darj tanggal 27 terus kok malah dana saya tidak kembali kembali ya? tolong ditangani yang mengelola pengembalian dana saya ini ya.,pihak shoope sangat sulit kembali dana bulan lalu tgl sekarang tidak jelas soal kembali dana shoope malah minta bukti terus terus sekarang padahal jelas salah si jual malah sulit barang sudab kembali darj tanggal terus kok malah dana tidak tangan kelola kembali dana,1,Negatif,2026-05-15 04:06:10,68,43,0
mau belanja ke shope tidak bisa cod,mau belanja tidak bayar tempat,1,Negatif,2026-05-15 03:50:13,7,5,0
perbaiki data nya dah keberatan dibikin ringan aja apk nya berat bgt.,baik data dah berat bikin ringan berat banget,5,Positif,2026-05-15 03:42:45,12,8,1
sangat baik utk keperluan,sangat baik perlu,5,Positif,2026-05-15 03:22:56,4,3,0
"Pengiriman shopee sangat lambat, kecewa dengan shopee sangat lambat terlalu banyak sortir mana kerjanya lambat",kirim sangat lambat kecewa sangat lambat terlalu banyak sortir mana kerja lambat,1,Negatif,2026-05-15 03:11:05,15,12,0
top markotop hihi,top markotop hihi,5,Positif,2026-05-15 03:07:28,3,3,0
"shopee bisa ga si, gausah se agresif itu klo naro iklan di aplikasi lain, masa di apa apain engga tiba tiba pindah ke shopee, meresahkan tau ga! masalahnya ga cuma di satu apk doang, hampir di samua apk ada nih iklan shopee mana brutal bgt, kesenggol dikit langsung pindah apk heran, kadang malah ga ke pencet aja pindah sendiri",tidak si gausah se agresif kalau naro iklan masa apa apain engga tiba tiba pindah resah tau tidak masalah tidak cuma satu doang hampir samua iklan mana brutal banget senggol dikit langsung pindah heran kadang malah tidak pencet pindah sendiri,3,Netral,2026-05-15 02:56:59,59,40,0
memfalitasi kebaikan,memfalitasi baik,5,Positif,2026-05-15 02:56:35,2,2,0
"please la iklan lo tu ngeganggu bangke, apalagi pas lagi baca di w eh tiba-tiba gk ada angin gk ada ujan malah masuk ke Shopee kan ke taikk😩",please la iklan lo tu ngeganggu bangke pas baca eh tiba tiba tidak angin tidak ujan malah masuk kan taikk,1,Negatif,2026-05-15 02:49:48,28,20,0
Bagusss sangat membantu,bagusss sangat bantu,5,Positif,2026-05-15 02:43:28,3,3,0
jelek akun gak bisa cekout sama sekali. percuma sudah jadi Shopee VIP kecewa berat 💔😮‍💨 vocer promo tidak bisa digunakan👎🏻,buruk akun tidak cekout sama sekali percuma jadi vip kecewa berat vocer promo tidak guna,2,Negatif,2026-05-15 02:41:24,20,15,0
bagus ko,bagus ko,5,Positif,2026-05-15 02:40:44,2,2,0
jelek apk nya lemot keluar trus,buruk lambat keluar trus,1,Negatif,2026-05-15 02:35:33,6,4,0
"paket ku ke kirim ke alamat orang lain gimana ni oyyy,udh ku laporkan ke cs tpi gk tau di ambil dan dikirim lagi atau gimana.masalahnya ak udah bayar tu paket",paket kirim alamat orang gimana ni oyyy lapor cs tidak tau ambil kirim gimana masalah ak bayar tu paket,1,Negatif,2026-05-15 02:35:08,30,19,0
aplikasi memudahkan dalam belanja akan tetapi saat pengiriman pesanan terkadang pesanan tidak kunjung ada update terbaru dan sering kali pesanan stuck disatu titik dengan waktu yang sangat lama.,mudah belanja kirim pesan terkadang pesan tidak kunjung update baru sering kali pesan stuck satu titik waktu sangat lama,1,Negatif,2026-05-15 02:24:59,28,19,1
sangat membantu untuk belanja online,sangat bantu belanja online,5,Positif,2026-05-15 01:59:34,5,4,0
"Shopee ngebantu banget, harga murah, tokonya kebanyakan amanah,",ngebantu banget harga murah toko banyak amanah,5,Positif,2026-05-15 01:53:34,8,7,0
"Aplikasi Shopee sangat bermanfaat semoga kedepannya nanti lebih berkualitas,bnyak promosi dgn harga Rp.1 atau murah sekali dn tdk memberatkan para penggunanya 🤲🙏🙏",sangat manfaat moga depan lebih kualitas bnyak promosi harga rp murah sekali dn tdk berat guna,5,Positif,2026-05-15 01:53:05,22,16,0
aku suka degan shopee,suka degan,5,Positif,2026-05-15 01:48:55,4,2,0
aneh sama shopee pinjam.. bayar cepet SALAH kena pringatan..kan mumpung lg ada uang.. nanti telat bayar Di Telponin setiap hari.. kena pringatan lagi.. bayar hutang ko di persulit.. heran.. benerin lagi dah.,aneh sama pinjam bayar cepat salah kena pringatan kan mumpung lg uang telat bayar telponin hari kena pringatan bayar hutang ko sulit heran benerin dah,1,Negatif,2026-05-15 01:47:44,32,25,0
kalo bisa tambahin fitur bayar lewat Dana👍🏻,kalau tambahin fitur bayar lewat dana,1,Negatif,2026-05-15 01:40:22,7,6,0
kenapa akun saya tidak bisa berbelanja COD kenapa kalau setiap sudah di update malah makin buruk mohon perbaiki lebih baik lagi🙏🏻,akun tidak belanja bayar tempat kalau update malah makin buruk mohon baik lebih baik,3,Netral,2026-05-15 01:25:12,21,14,0
sangat senang,sangat senang,5,Positif,2026-05-15 01:18:45,2,2,0
terbaikkk 👍,terbaikkk,5,Positif,2026-05-15 01:18:09,2,1,0
lumayan,lumayan,2,Negatif,2026-05-15 01:15:30,1,1,0
"iklan mulu di apk lain, ganggu",iklan mulu ganggu,3,Netral,2026-05-15 01:14:57,6,3,0
megirim paket lama yampe 10 hari,megirim paket lama yampe hari,1,Negatif,2026-05-15 01:10:31,6,5,0
okee good,okee good,5,Positif,2026-05-15 01:08:13,2,2,0
"gmna sih, saya ga melakukan kesalahan apa2 tiba2 perangkat di blokir, jadi gabisa login ga bisa daftar baru.. klo memang mau beku kan bekukan saja akunnya bukan perangkatnya, gasalah apa2 kok tiba2 perangkat dibekukan",gmna tidak laku salah apa tiba perangkat blokir jadi gabisa login tidak daftar baru kalau memang mau beku kan beku akun bukan perangkat gasalah apa kok tiba perangkat beku,1,Negatif,2026-05-15 00:57:55,34,29,0
sangat puas barang datang tepat waktu,sangat puas barang datang tepat waktu,5,Positif,2026-05-15 00:51:17,6,6,0
sangat kecewa dengan kinerja kurir shopee . tiap mau antar barang tidak perna menghubungi kastamer terlebih dahulu . selalu menaruh barang di depan / teras rmh. kalau barang hilang itu kan sangat merugikan kurir tersebut.,sangat kecewa kerja kurir tiap mau antar barang tidak perna hubung kastamer lebih selalu taruh barang depan teras rmh kalau barang hilang kan sangat rugi kurir sebut,2,Negatif,2026-05-15 00:35:53,35,27,0
sering sering kasih aku vocer shope food ya min🥹,sering sering kasih vocer food min,5,Positif,2026-05-15 00:30:12,9,6,0
"parah..parah.. engga bgt dah pengiriman skrng lambat . udh 5 hari barang gag sampe""?!",buruk buruk engga banget dah kirim sekarang lambat hari barang gag sampe,1,Negatif,2026-05-15 00:29:03,14,12,0
"Good, very nice 👍",good very nice,5,Positif,2026-05-15 00:24:55,4,3,0
"customer baik dan cepat respon, terima kasih ka' customer sudah membantu menyelesaikan masalah yang saya laporkan semakin profesional lagi yah",customer baik cepat respon terima kasih ka customer bantu selesai masalah lapor makin profesional,5,Positif,2026-05-15 00:21:34,20,14,0
lebih gampang pesan,lebih gampang pesan,5,Positif,2026-05-15 00:16:59,3,3,0
"tolong promonya di kurangi aja yaa, apalagi tengah malam soalnya teman saya sibuk dan berisik bgt kalo ada promo tanggal sama dan hari besar, saya stress",promonya kurang yaa tengah malam soal teman sibuk berisik banget kalau promo tanggal sama hari besar stress,5,Positif,2026-05-15 00:14:40,26,17,0
memudahkan kan dalam berbelanja,mudah kan belanja,5,Positif,2026-05-15 00:13:21,4,3,0
"belum nemu hal yang tidak mengenakan, sejauh ini saya gunakan Shopee sangat puas, jika ada kesalahan antar berarti anda minim literasi, atau jika barang nya yang datang tidak sesuai padahal harga asli nya mahal tapi di jual murah itu karena anda tidak berfikir lebih lanjut, bijak bijak lah saat menggunakan suatu aplikasi",belum nemu tidak kena jauh guna sangat puas salah antar arti minim literasi barang datang tidak sesuai padahal harga asli mahal jual murah tidak berfikir lebih lanjut bijak bijak guna suatu,5,Positif,2026-05-15 00:13:18,52,31,0
